Cb_E10_2,,
Wavelength (nm),Intensity (a.u.),
510,1000,
511.0599976,768.9920044,
511.9599915,327.3588867,
513.0300293,122.0235596,
513.9299927,49.46134949,
515,29.6129303,
516.0599976,23.3045063,
516.960022,23.59279442,
518.0300293,23.10980606,
518.9299927,23.44869423,
520,24.55895805,
521.039978,25.80670929,
521.9400024,25.35638428,
522.9799805,26.22315216,
524.0200195,26.59148216,
525.0700073,27.73568344,
525.9699707,27.01669502,
527.0100098,28.79277229,
528.0499878,28.10407066,
528.9500122,28.44233131,
530,27.6666851,
531.0200195,26.67451286,
532.0499878,26.21773911,
532.9400024,25.99541283,
533.9699707,24.31790733,
535,24.72830963,
536.0200195,23.96908379,
537.0499878,23.09249306,
537.9400024,23.06346512,
538.9699707,21.83216286,
540,21.52624512,
541.039978,20.6534462,
541.9400024,21.18440437,
542.9799805,19.96463394,
544.0200195,19.88339615,
545.0700073,18.18881607,
545.9699707,17.54976082,
547.0100098,16.8928566,
548.0499878,17.07024384,
548.9500122,15.39464855,
550,15.86713409,
551.039978,14.10777473,
551.9400024,13.84764767,
552.9799805,13.57734585,
554.0200195,13.58881664,
555.0700073,12.50068569,
555.9699707,11.5888958,
557.0100098,11.44744968,
558.0499878,11.55995083,
558.9500122,11.35938454,
560,10.7047348,
561.0200195,10.400877,
562.0499878,10.6268816,
562.9400024,10.1585989,
563.9699707,9.279119492,
565,9.185676575,
566.0200195,9.503685951,
567.0499878,8.536125183,
567.9400024,8.441569328,
568.9699707,7.802836895,
570,7.583508968,
571.0200195,7.577963829,
572.0499878,7.024327278,
572.9400024,7.125514984,
573.9699707,7.390947819,
575,6.518948555,
576.0200195,6.584674358,
577.0499878,6.235882759,
577.9400024,6.411244392,
578.9699707,6.052397251,
580,5.862549782,
581.0200195,4.780492306,
582.0499878,5.280382156,
582.9400024,5.061029911,
583.9699707,4.562654495,
585,4.64739275,
586.0200195,4.268334389,
587.0499878,4.353975296,
587.9400024,4.080240726,
588.9699707,4.055939198,
590,3.86275053,
591.0200195,3.645332575,
592.0499878,3.386468649,
592.9400024,3.607356071,
593.9699707,3.293612003,
595,3.514569759,
596.0200195,3.165990353,
597.0499878,2.843249083,
597.9400024,2.815149546,
598.9699707,2.88708353,
600,2.724194288,

Cb_E10_2,
Cb_E10_2
Collection Time: 3/12/2018 1:17:06 PM
Operator Name  :
