Ce_E20_0,,
Wavelength (nm),Intensity (a.u.),
510,1000,
511.0599976,1000,
511.9599915,661.7835083,
513.0300293,280.8122559,
513.9299927,184.7819214,
515,170.2977448,
516.0599976,177.476059,
516.960022,187.3449249,
518.0300293,199.240509,
518.9299927,206.0438232,
520,214.3893433,
521.039978,226.6650543,
521.9400024,230.9456482,
522.9799805,241.8194733,
524.0200195,250.0632172,
525.0700073,253.292984,
525.9699707,265.3582153,
527.0100098,266.7044067,
528.0499878,269.2787476,
528.9500122,267.2702942,
530,269.4899902,
531.0200195,267.6818848,
532.0499878,265.0161743,
532.9400024,261.3494873,
533.9699707,255.813446,
535,254.3464355,
536.0200195,249.2879486,
537.0499878,242.7966919,
537.9400024,238.1701813,
538.9699707,233.3845825,
540,227.2288055,
541.039978,220.8140717,
541.9400024,215.799057,
542.9799805,207.6413116,
544.0200195,201.1887207,
545.0700073,195.872879,
545.9699707,191.2985687,
547.0100098,183.1742859,
548.0499878,176.5042725,
548.9500122,172.3658447,
550,166.7049255,
551.039978,155.8484192,
551.9400024,153.1374054,
552.9799805,148.2949677,
554.0200195,142.5187073,
555.0700073,138.7481842,
555.9699707,132.2067871,
557.0100098,128.7649994,
558.0499878,125.1982727,
558.9500122,119.7140274,
560,114.7332153,
561.0200195,111.6163635,
562.0499878,108.7401276,
562.9400024,105.088562,
563.9699707,99.07112122,
565,96.59410858,
566.0200195,95.52103424,
567.0499878,92.23799896,
567.9400024,90.38560486,
568.9699707,86.96626282,
570,84.15330505,
571.0200195,81.30361938,
572.0499878,79.48648071,
572.9400024,79.12000275,
573.9699707,74.14620209,
575,71.62553406,
576.0200195,69.9539566,
577.0499878,67.04638672,
577.9400024,64.48775482,
578.9699707,63.54466248,
580,61.88744736,
581.0200195,57.84857178,
582.0499878,56.0870018,
582.9400024,55.12599945,
583.9699707,53.47626877,
585,50.01779556,
586.0200195,48.20079041,
587.0499878,46.77751923,
587.9400024,45.58117676,
588.9699707,43.17998886,
590,40.61531067,
591.0200195,38.86883545,
592.0499878,39.14704895,
592.9400024,37.79279327,
593.9699707,35.51818466,
595,35.66241837,
596.0200195,32.75662613,
597.0499878,31.69211006,
597.9400024,31.18692017,
598.9699707,29.31976891,
600,28.26134872,

Ce_E20_0,
Ce_E20_0
Collection Time: 3/12/2018 1:54:59 PM
Operator Name  :
