BC_E5_0,,
Wavelength (nm),Intensity (a.u.),
510,1000,
511.0599976,1000,
511.9599915,668.5944214,
513.0300293,195.2587585,
513.9299927,68.17059326,
515,37.44392014,
516.0599976,30.15762901,
516.960022,27.42000771,
518.0300293,25.04934502,
518.9299927,22.50862122,
520,22.09229088,
521.039978,19.95108223,
521.9400024,18.54429436,
522.9799805,18.42388916,
524.0200195,18.16693878,
525.0700073,17.47116089,
525.9699707,19.20509529,
527.0100098,19.69122696,
528.0499878,19.00873375,
528.9500122,18.01273537,
530,16.16261673,
531.0200195,15.95899868,
532.0499878,13.78028297,
532.9400024,13.64319229,
533.9699707,12.71627426,
535,10.90443039,
536.0200195,10.80115318,
537.0499878,10.54149914,
537.9400024,9.898607254,
538.9699707,10.24189854,
540,10.13113785,
541.039978,9.748696327,
541.9400024,10.07412624,
542.9799805,8.353730202,
544.0200195,8.001144409,
545.0700073,7.123510361,
545.9699707,6.918135643,
547.0100098,6.616075516,
548.0499878,6.662268639,
548.9500122,5.749633789,
550,5.588603973,
551.039978,5.137379646,
551.9400024,4.980806351,
552.9799805,4.797892094,
554.0200195,4.77931881,
555.0700073,4.376499653,
555.9699707,4.494783878,
557.0100098,4.026342869,
558.0499878,4.268548012,
558.9500122,3.760342836,
560,3.988170624,
561.0200195,3.67724514,
562.0499878,3.816925526,
562.9400024,3.52342844,
563.9699707,3.81710577,
565,3.681576729,
566.0200195,3.398118496,
567.0499878,3.572305679,
567.9400024,3.292690754,
568.9699707,3.347728729,
570,3.348866701,
571.0200195,3.01142931,
572.0499878,3.262411833,
572.9400024,2.852925301,
573.9699707,2.9401052,
575,2.377733707,
576.0200195,2.875882626,
577.0499878,2.4565382,
577.9400024,2.43563652,
578.9699707,2.539804459,
580,2.510765553,
581.0200195,2.228951216,
582.0499878,2.03540206,
582.9400024,2.028766394,
583.9699707,2.263553381,
585,2.076094389,
586.0200195,2.146602154,
587.0499878,2.116376877,
587.9400024,1.826672316,
588.9699707,2.157854795,
590,1.906962395,
591.0200195,1.885020971,
592.0499878,2.096699953,
592.9400024,1.780979156,
593.9699707,2.202253819,
595,2.274822235,
596.0200195,2.159719706,
597.0499878,2.133320093,
597.9400024,1.954472661,
598.9699707,2.051922798,
600,2.017239094,

BC_E5_0,
BC_E5_0
Collection Time: 3/12/2018 1:03:15 PM
Operator Name  :
