Wavelength (nm),Intensity (a.u.),Z Axis,
,CG_E0,CG_E0,CG_E5,CG_10,CG_20,CG_E21\,CG_E30,CG_E31,CG1w,CG1wkb,BC_E0_0,BC_E0_1,C0_E0_0,C0_E0_1,C0_E0_3,Ca_E0_0,Ca_E0_1,Ca_E0_2,Ca_E0_3,Ca_E0_4,Ca_E0_5,Cb_E0_0,Cb_E0_1,Cb_E0_2,Cc_E0_0,BC_E5_0,C0_E5_0,C0_E5_1,C0_E5_2,Ca_E10_0,Ca_E10_1,Ca_E10_2,Cb_E10_0,Cb_E10_1,Cb_E10_2,Cc_E10_0,Cc_E10_1,Cc_E10_2,Ca_E20_0,Ca_E20_1,Ca_E20_2,Cb_E20_0,Cb_E20_1,Cb_E20_2,Cd_E20_0,Cd_E20_1,Cd_E20_2,Ce_E20_0,Ce_E20_1,Ce_E20_2,BC_E20_0,C0_E20_0,C0_E20_1,C0_E20_2,Ca_E60_0,Ca_E60_1,Ca_E60_2,Cd_E60_0,Cd_E60_1,Cd_E60_2,Ca_E60_Ba_0,Ca_E60_Ba_1,Ca_E60_Ba_2,Cb_E60_Ba_0,Cb_E60_Ba_1,Cd_E60_Ba_0,Cd_E60_Ba_1,Cd_E60_Ba_2
518.929992675781,287.109558105469,285.8876953125,277.646026611328,270.350128173828,851.596740722656,847.173034667969,254.841232299805,251.326263427734,18.8503513336182,18.8122806549072,22.5833225250244,22.6767597198486,206.724639892578,212.416610717773,207.881958007813,185.899566650391,187.101470947266,189.441482543945,197.302719116211,199.448745727539,196.882843017578,192.190048217773,193.640609741211,191.167724609375,193.235916137695,22.5086212158203,200.247253417969,196.671646118164,199.486740112305,129.911666870117,130.389770507812,129.35530090332,25.0282344818115,23.7876968383789,23.448694229126,190.563903808594,190.174468994141,191.604858398438,80.6004104614258,79.8573379516602,80.3093185424805,10.5892601013184,11.2907266616821,11.1846036911011,135.01887512207,135.186828613281,139.313659667969,206.043823242187,203.061080932617,208.231231689453,22.6484470367432,180.052093505859,180.923904418945,180.727828979492,57.6723594665527,57.7840118408203,58.5049858093262,114.346878051758,111.633659362793,112.335945129395,118.533950805664,117.082237243652,118.571617126465,32.1727523803711,32.2436370849609,130.837966918945,128.621002197266,129.597625732422
520,303.380126953125,304.334625244141,289.693267822266,283.271148681641,855.138061523437,856.718688964844,268.171447753906,266.341949462891,17.6971378326416,17.4614582061768,20.7752647399902,20.7309875488281,219.216613769531,219.249053955078,217.205108642578,195.400619506836,195.199157714844,195.228164672852,207.714370727539,208.439697265625,203.062057495117,201.044128417969,203.521286010742,199.371856689453,200.481704711914,22.0922908782959,208.268310546875,205.387954711914,207.157684326172,131.581634521484,132.877380371094,132.084274291992,24.7053680419922,24.5278072357178,24.5589580535889,198.841567993164,197.931167602539,197.109313964844,81.3601760864258,82.3089294433594,81.6835327148438,11.5618658065796,10.785982131958,11.5843925476074,142.066146850586,141.032485961914,140.755035400391,214.389343261719,215.881118774414,214.774795532227,21.5843372344971,186.642242431641,188.32487487793,184.921768188477,57.4738883972168,56.8515434265137,58.4700813293457,116.147331237793,115.782356262207,116.225570678711,123.400238037109,122.309432983398,123.108642578125,33.0683975219727,32.2729377746582,132.702560424805,132.972351074219,135.312515258789
521.039978027344,314.217254638672,317.404632568359,305.457244873047,298.920501708984,858.85498046875,864.797302246094,280.936431884766,277.189636230469,16.7738151550293,16.084451675415,19.4541416168213,19.7314891815186,223.49348449707,223.647903442383,225.125045776367,202.961166381836,202.991760253906,202.384124755859,213.596389770508,215.251739501953,216.071243286133,210.238800048828,209.989074707031,209.236724853516,207.691345214844,19.9510822296143,215.336639404297,215.157043457031,210.966064453125,137.72966003418,137.905181884766,138.783401489258,25.5201396942139,24.9282169342041,25.8067092895508,204.594192504883,208.585571289062,207.370178222656,86.231086730957,84.9075317382813,83.1432571411133,11.12220287323,11.5166349411011,11.1658935546875,147.346664428711,146.148529052734,145.645751953125,226.665054321289,226.19352722168,222.313247680664,20.0626449584961,194.925033569336,190.390686035156,192.075469970703,59.9909934997559,61.227466583252,59.4050827026367,118.397102355957,119.018188476563,120.396797180176,126.812484741211,124.773025512695,125.543731689453,32.1811103820801,33.9728393554687,136.512451171875,135.668426513672,137.324737548828
521.940002441406,327.409088134766,329.12255859375,312.477416992188,309.309112548828,861.58251953125,866.243896484375,291.812927246094,289.676696777344,16.1341743469238,16.4596786499023,18.4726715087891,18.0994491577148,230.886108398438,229.283279418945,232.936538696289,209.534637451172,207.570648193359,208.049499511719,221.959442138672,222.832778930664,223.552734375,215.266082763672,218.859359741211,217.771759033203,215.632537841797,18.5442943572998,222.279998779297,218.040023803711,220.112335205078,141.272583007812,141.405578613281,140.890563964844,25.3733215332031,25.6549110412598,25.3563842773438,212.89811706543,214.562118530273,214.192138671875,86.8998947143555,84.5895843505859,85.3399810791016,11.6654853820801,10.8861827850342,10.8103408813477,151.927429199219,151.848159790039,151.429061889648,230.945648193359,233.08203125,235.041366577148,18.6296997070313,195.676376342773,195.937545776367,197.439712524414,62.1274833679199,62.8535957336426,62.4256134033203,122.864288330078,122.044044494629,123.109878540039,128.337753295898,127.202003479004,127.12572479248,33.1317558288574,32.6973838806152,142.495071411133,142.396850585938,141.029861450195
522.97998046875,344.832580566406,340.41943359375,327.651306152344,320.563049316406,869.147033691406,877.661071777344,300.841461181641,298.012390136719,16.6633834838867,16.9378852844238,16.9446067810059,17.7118015289307,237.852081298828,237.344100952148,236.680252075195,214.570037841797,216.542144775391,216.176071166992,229.787231445313,228.733474731445,230.621078491211,221.942245483398,225.170135498047,225.094314575195,220.393936157227,18.4238891601562,228.346954345703,229.91096496582,226.118499755859,145.354614257813,144.519378662109,146.48503112793,25.4277610778809,25.9196472167969,26.2231521606445,222.781066894531,223.057479858398,222.833389282227,87.4613800048828,88.8389358520508,88.9329833984375,10.9531545639038,11.2778272628784,11.9294929504395,155.971786499023,155.181488037109,154.773941040039,241.819473266602,243.033798217773,241.821502685547,17.8945388793945,203.806564331055,204.196334838867,202.521942138672,63.830883026123,65.1363677978516,63.4243125915527,127.094192504883,126.220611572266,127.158508300781,132.200317382812,132.353927612305,130.464965820312,34.4975128173828,33.5338172912598,142.999588012695,142.138214111328,145.439147949219
524.02001953125,353.074890136719,351.789489746094,339.721923828125,331.3349609375,883.666687011719,884.696655273437,308.294586181641,313.386810302734,15.9813709259033,16.6513786315918,17.6084899902344,17.5537223815918,247.478927612305,246.568222045898,243.577697753906,219.368347167969,223.878875732422,219.268142700195,234.90251159668,235.785095214844,235.161880493164,231.334625244141,230.279220581055,231.597518920898,229.6005859375,18.1669387817383,238.787475585938,234.803955078125,235.416870117187,150.627456665039,148.889678955078,150.364654541016,25.7825107574463,26.257698059082,26.5914821624756,228.324035644531,227.93635559082,228.553619384766,90.9854736328125,90.0422973632813,91.8083343505859,11.5446462631226,11.8901138305664,11.7170543670654,160.51823425293,161.736129760742,160.862701416016,250.063217163086,246.869995117187,251.320785522461,17.1738567352295,210.680908203125,212.530426025391,210.533355712891,65.6276550292969,64.6120071411133,65.071159362793,128.581359863281,130.321899414062,128.850616455078,136.902465820312,136.023452758789,136.378662109375,35.1026039123535,35.3241500854492,150.944915771484,152.613357543945,150.432983398438
525.070007324219,366.790191650391,365.625091552734,352.279846191406,344.828918457031,902.106994628906,900.819946289063,318.564025878906,319.061218261719,16.2940120697021,17.1580619812012,16.8323364257813,18.0819110870361,254.205764770508,251.344863891602,252.025512695313,227.559829711914,229.765243530273,226.132675170898,243.521865844727,241.449111938477,241.763626098633,238.927963256836,236.644897460938,235.850036621094,234.12516784668,17.4711608886719,240.104934692383,239.35466003418,240.957626342773,152.935485839844,153.798690795898,153.467300415039,27.2584781646729,26.612979888916,27.7356834411621,234.051956176758,233.591461181641,233.613082885742,92.7033309936523,93.5066223144531,92.9088516235352,11.4970035552979,11.647331237793,11.6899852752686,164.716583251953,164.381011962891,163.635757446289,253.292984008789,256.594512939453,257.202087402344,17.8971080780029,216.322723388672,215.707458496094,217.084457397461,66.6888046264648,66.4487533569336,65.2398681640625,132.034454345703,133.51188659668,133.387283325195,141.106033325195,138.17839050293,140.434951782227,35.2509078979492,35.7438583374023,152.995391845703,154.234298706055,153.224533081055
525.969970703125,374.483673095703,372.024597167969,361.456268310547,352.419250488281,922.820678710937,928.462036132813,328.407958984375,328.884521484375,17.4119987487793,16.9266471862793,18.4229183197021,17.9930095672607,255.769943237305,260.892822265625,258.724212646484,231.0615234375,234.236434936523,235.146118164062,248.187698364258,251.810516357422,247.619186401367,241.82926940918,242.758895874023,243.183151245117,240.362167358398,19.2050952911377,245.695755004883,247.809753417969,245.44677734375,157.60237121582,157.62434387207,155.111022949219,27.4784774780273,27.5359516143799,27.016695022583,236.720489501953,240.089752197266,239.930725097656,95.7976989746094,94.7088470458984,95.8876647949219,12.6613264083862,11.6931238174438,12.209753036499,167.465316772461,167.37939453125,167.610275268555,265.358215332031,263.089019775391,263.68505859375,18.4284229278564,219.056976318359,221.312606811523,222.321212768555,68.8202133178711,68.372314453125,67.7910003662109,134.916488647461,134.907272338867,136.178970336914,142.415969848633,141.770919799805,142.767776489258,34.9404449462891,35.1095542907715,156.221862792969,156.197219848633,155.406478881836
527.010009765625,381.212280273438,379.648498535156,367.041656494141,362.140502929687,939.514343261719,942.095886230469,334.771789550781,334.090637207031,17.377986907959,18.0072135925293,18.0812854766846,17.9793243408203,259.83056640625,260.546936035156,262.486175537109,236.515991210938,237.996978759766,237.620849609375,252.269470214844,253.453903198242,255.182571411133,247.045028686523,247.185287475586,244.444381713867,243.249404907227,19.6912269592285,249.78971862793,249.181381225586,251.723968505859,157.414169311523,160.377243041992,157.901733398438,28.7184906005859,27.8647403717041,28.7927722930908,240.78987121582,245.107192993164,242.004180908203,95.8038635253906,96.5564956665039,96.7843933105469,12.2286624908447,11.9712419509888,12.6810550689697,172.27262878418,169.986145019531,169.09992980957,266.704406738281,266.832153320313,267.267547607422,18.5041313171387,224.025314331055,223.225982666016,226.192031860352,67.8699493408203,70.3938522338867,70.1955718994141,137.752212524414,136.137405395508,135.802200317383,145.532745361328,145.402603149414,145.887313842773,35.9354858398438,36.7799606323242,160.039306640625,158.387145996094,160.616500854492
528.049987792969,387.251983642578,381.422760009766,372.986572265625,365.054565429687,960.928161621094,960.986267089844,340.552276611328,336.042297363281,16.2015838623047,17.2903003692627,18.1767768859863,18.3912677764893,265.736938476562,265.954620361328,264.85986328125,238.166137695313,240.017639160156,239.599258422852,255.066513061523,254.430709838867,254.698867797852,249.116989135742,249.800201416016,249.222503662109,247.78108215332,19.0087337493896,253.566619873047,253.421005249023,253.537475585938,159.506149291992,160.073974609375,160.155014038086,28.5361289978027,28.2859706878662,28.1040706634521,244.502151489258,248.590103149414,242.938049316406,96.1756820678711,95.8904800415039,98.5434799194336,12.1439247131348,12.3749103546143,12.2267684936523,173.955444335938,171.755187988281,169.693542480469,269.278747558594,271.479248046875,268.959228515625,17.4606399536133,227.313034057617,223.746597290039,222.884033203125,68.5773086547852,68.7896881103516,68.1486358642578,137.877319335938,140.586181640625,137.610687255859,145.955917358398,145.263031005859,145.810043334961,36.4009399414063,35.9414710998535,161.23371887207,161.46794128418,160.958923339844
528.950012207031,390.166870117188,388.858428955078,375.217193603516,361.926422119141,961.996887207031,964.658386230469,344.878295898438,338.75830078125,16.7566051483154,16.7795028686523,16.4266529083252,17.2508277893066,264.2939453125,266.917022705078,264.929901123047,237.947830200195,240.279052734375,239.074676513672,255.372970581055,255.914154052734,257.295104980469,247.851669311523,250.041015625,249.481216430664,247.970809936523,18.0127353668213,253.546981811523,255.120697021484,250.842987060547,159.621597290039,160.989013671875,159.044479370117,27.5732498168945,28.1370220184326,28.4423313140869,244.422073364258,245.525665283203,242.711700439453,96.932731628418,96.1836090087891,97.0921783447266,12.0037260055542,12.3897142410278,12.5117254257202,171.447418212891,168.947540283203,170.370483398438,267.270294189453,272.150909423828,271.886810302734,16.8961715698242,224.29052734375,226.933166503906,222.590866088867,68.1762771606445,70.2385025024414,68.9258575439453,138.576324462891,138.688583374023,134.319931030273,144.530166625977,146.423309326172,145.249893188477,36.3340530395508,35.4373893737793,161.479629516602,160.095001220703,160.811874389648
530,389.578582763672,384.280975341797,377.031982421875,364.303527832031,952.426330566406,953.432312011719,340.381591796875,342.775085449219,16.0594215393066,16.0178546905518,15.6411542892456,15.816442489624,267.125,260.025482177734,263.375701904297,239.496810913086,238.735504150391,237.253707885742,253.346618652344,253.633193969727,255.067855834961,251.33952331543,247.689163208008,249.132034301758,244.315673828125,16.1626167297363,255.52458190918,253.223724365234,253.544174194336,160.239440917969,160.273712158203,158.727554321289,27.2243728637695,27.3905582427979,27.6666851043701,241.345886230469,245.674392700195,243.401275634766,95.1291809082031,95.7799606323242,96.0869750976563,11.6348190307617,12.5040426254272,12.204776763916,174.180480957031,168.41569519043,169.902282714844,269.489990234375,270.639251708984,272.680877685547,16.8237228393555,225.526947021484,223.561614990234,222.076629638672,69.6169052124023,68.9391250610352,68.7848739624023,138.448059082031,136.301834106445,135.331161499023,145.855926513672,144.567184448242,144.207321166992,35.2443161010742,35.3971214294434,160.590301513672,161.023025512695,158.0546875
531.02001953125,389.278228759766,384.100189208984,372.373596191406,366.082702636719,928.298583984375,938.303466796875,343.116943359375,337.610229492188,14.9411201477051,15.4329442977905,14.6363048553467,15.0364418029785,259.227508544922,262.589141845703,263.018524169922,234.924224853516,238.214370727539,238.477554321289,252.23828125,255.255935668945,250.700180053711,249.550857543945,244.567047119141,248.188720703125,239.941299438477,15.9589986801147,247.534469604492,248.520385742187,251.680557250977,157.831634521484,155.954299926758,158.345581054687,28.0292434692383,26.9395065307617,26.6745128631592,242.185546875,242.785202026367,244.618682861328,94.3452682495117,94.5300064086914,95.3841857910156,11.7965240478516,12.3563461303711,11.7167692184448,170.706359863281,168.037017822266,167.263000488281,267.681884765625,271.315277099609,270.934997558594,14.4180021286011,221.643402099609,223.028671264648,220.61344909668,66.328254699707,68.0251083374023,66.8932952880859,134.208969116211,136.409484863281,136.152786254883,142.614273071289,141.298355102539,144.823867797852,34.822338104248,34.6057434082031,157.956893920898,158.412002563477,157.493774414062
532.049987792969,388.319305419922,383.813507080078,369.518920898438,365.590026855469,910.392272949219,909.191528320312,338.504577636719,340.290222167969,13.6758422851562,15.2544889450073,13.0587863922119,13.4247703552246,257.778930664062,258.994262695313,258.492095947266,234.443603515625,233.844161987305,235.9189453125,249.151840209961,248.880401611328,249.136459350586,245.549240112305,244.029830932617,243.976623535156,242.436828613281,13.7802829742432,248.017044067383,248.108947753906,245.017318725586,156.593048095703,155.071762084961,156.945068359375,26.9972515106201,26.1736717224121,26.2177391052246,238.983627319336,238.518997192383,240.557373046875,93.1981353759766,92.8093414306641,93.2321929931641,11.1340236663818,11.5260210037231,11.6569967269897,165.877517700195,164.819290161133,165.838470458984,265.016174316406,266.337890625,266.978057861328,13.7395267486572,219.358489990234,219.786605834961,220.377883911133,66.0339660644531,65.9134674072266,65.492317199707,132.601303100586,134.264419555664,132.60383605957,141.460388183594,140.341903686523,139.964294433594,33.6398658752441,34.0305252075195,156.101852416992,153.988357543945,156.66650390625
532.940002441406,382.174377441406,379.902679443359,368.313171386719,360.211730957031,890.963439941406,894.2041015625,335.715728759766,334.308563232422,14.1635971069336,13.5594491958618,12.8365497589111,13.299015045166,254.454879760742,255.580841064453,255.962158203125,233.141906738281,230.8447265625,229.910202026367,247.174118041992,244.143203735352,247.575012207031,239.990188598633,240.089706420898,240.628555297852,239.282638549805,13.6431922912598,245.111526489258,245.253433227539,241.198043823242,151.926467895508,150.236694335938,153.125442504883,25.4838390350342,26.4362373352051,25.9954128265381,239.63037109375,237.470199584961,236.769317626953,91.9291229248047,90.8853759765625,91.9435348510742,10.862756729126,11.3421421051025,11.5769186019897,163.59733581543,163.681594848633,164.075088500977,261.349487304687,264.801544189453,264.81494140625,12.6335544586182,215.09553527832,215.216735839844,215.612030029297,64.7010879516602,65.4898452758789,65.574333190918,133.289886474609,133.339218139648,133.494247436523,139.959609985352,138.827545166016,136.107666015625,32.8374214172363,34.119873046875,152.928131103516,155.20866394043,153.790649414062
533.969970703125,376.664306640625,378.414855957031,367.939422607422,357.131927490234,872.04541015625,874.365173339844,327.478820800781,333.530090332031,14.3731279373169,13.9797658920288,12.5869178771973,11.8594703674316,249.585723876953,251.712326049805,249.693222045898,232.111831665039,230.328979492187,231.245529174805,242.279235839844,241.998519897461,242.053451538086,238.542358398438,240.392242431641,240.592849731445,235.438079833984,12.7162742614746,243.239059448242,239.974151611328,240.042663574219,150.635986328125,149.200729370117,153.387512207031,25.4232139587402,24.708869934082,24.317907333374,233.943130493164,234.015426635742,233.641571044922,90.5182800292969,90.2858047485352,90.2602157592773,11.1541061401367,10.5239143371582,10.8328437805176,161.962631225586,161.626998901367,162.221206665039,255.813446044922,260.073516845703,259.528564453125,11.6786842346191,213.576538085938,214.334426879883,213.850860595703,65.6567840576172,63.9588775634766,64.8248443603516,129.682266235352,130.976989746094,130.143539428711,135.925170898438,134.970947265625,135.279373168945,32.640567779541,32.6862945556641,147.981842041016,149.667449951172,150.113388061523
535,374.005157470703,369.931854248047,354.756317138672,350.134643554687,856.824584960937,856.648193359375,328.546752929687,322.328979492188,13.1465473175049,13.2779169082642,10.6916408538818,11.3032369613647,246.764404296875,242.799514770508,246.297439575195,224.103637695313,224.330642700195,227.627349853516,238.721908569336,236.589431762695,239.732070922852,235.826141357422,233.952697753906,233.136581420898,231.213851928711,10.9044303894043,235.306304931641,234.540710449219,235.168197631836,145.744598388672,147.272994995117,146.62336730957,25.3063106536865,24.3259143829346,24.7283096313477,228.802627563477,229.270065307617,227.106353759766,87.4052810668945,87.5464248657227,86.802604675293,10.4262180328369,10.4206962585449,10.495361328125,159.965484619141,158.009841918945,157.270751953125,254.346435546875,255.818725585938,256.059051513672,11.2286596298218,207.376174926758,209.541854858398,209.992233276367,61.0449981689453,63.6246719360352,60.774227142334,127.834167480469,127.063140869141,127.602783203125,133.125366210938,132.506942749023,132.758972167969,31.1196632385254,31.1092128753662,145.637191772461,145.528228759766,148.720092773438
